"Inner_Iter",       "CD"       ,       "CL"       
           0,     0.01188308423,      0.6550781452
           1,     0.01158498936,      0.6564768359
           2,     0.01164865973,      0.6585623555
           3,      0.0120890059,      0.6613262928
           4,     0.01283724877,       0.664092465
           5,     0.01385376679,      0.6666687596
           6,     0.01507065546,       0.669256354
           7,     0.01641773536,      0.6721309142
           8,     0.01780183474,      0.6750181005
           9,     0.01913281262,      0.6777883966
          10,     0.02032410674,      0.6803633119
          11,     0.02138263179,      0.6834000781
          12,     0.02219226731,      0.6864563351
          13,     0.02271001966,      0.6894893817
          14,     0.02291963512,      0.6927969517
          15,      0.0228006864,      0.6962401225
          16,     0.02235838528,      0.6998820075
          17,     0.02161664277,      0.7037976734
          18,     0.02061646367,      0.7078719472
          19,     0.01942964081,      0.7120596094
          20,     0.01814496893,      0.7163041977
          21,     0.01676272743,      0.7206846992
          22,     0.01542844898,      0.7248870383
          23,     0.01417722699,      0.7289706145
          24,     0.01309583812,      0.7327860298
          25,     0.01224666424,      0.7363339435
          26,      0.0116611997,       0.739417609
          27,     0.01136745804,        0.74201981
          28,      0.0113601698,        0.74406506
          29,     0.01161248877,      0.7454562941
          30,     0.01209901139,      0.7462528002
          31,     0.01277734971,      0.7465528212
          32,     0.01357746907,      0.7462229292
          33,     0.01445522273,       0.745412564
          34,      0.0153474434,      0.7441961312
          35,     0.01620100953,      0.7426421086
          36,     0.01696032778,      0.7408898717
          37,      0.0175895502,      0.7390352447
          38,     0.01807608081,      0.7371137039
          39,     0.01838336062,      0.7352021799
          40,     0.01852040349,      0.7336385505
          41,     0.01851063548,      0.7327207596
          42,     0.01839140441,      0.7314575197
          43,     0.01813555061,      0.7305117684
          44,     0.01776774219,      0.7298743709
          45,     0.01731071875,      0.7295338226
          46,     0.01680098807,      0.7295626027
          47,      0.0162577295,       0.729848053
          48,     0.01570679938,      0.7303586425
          49,     0.01517881803,      0.7310537805
          50,     0.01465385179,      0.7318352452
          51,      0.0141831294,      0.7326199043
          52,      0.0137681622,      0.7333453913
          53,     0.01340634551,      0.7339754772
          54,     0.01308573864,      0.7345304141
          55,     0.01281655271,      0.7349542183
          56,      0.0126057558,      0.7352122704
          57,     0.01244548354,      0.7352846981
          58,     0.01233319708,      0.7351797687
          59,     0.01226986571,      0.7348864293
          60,     0.01224513829,      0.7344167975
          61,     0.01225218494,      0.7337742744
          62,     0.01228843341,      0.7329806552
          63,     0.01234456675,      0.7320578788
          64,     0.01241541039,      0.7310012588
          65,      0.0124962975,       0.729839713
          66,     0.01258094738,      0.7285893174
          67,     0.01266358842,       0.727316911
          68,     0.01274653359,      0.7259167749
          69,     0.01281475212,      0.7245784629
          70,     0.01287607838,      0.7232081819
          71,      0.0129251129,      0.7218966941
          72,     0.01296069638,      0.7207052732
          73,     0.01298315951,      0.7194957094
          74,     0.01299224886,      0.7183848128
          75,       0.012991989,      0.7174558284
          76,     0.01298319434,      0.7165220877
          77,     0.01296069588,      0.7155959135
          78,     0.01295479119,      0.7154296739
          79,     0.01291914696,      0.7145811891
          80,       0.012877099,      0.7137726914
          81,     0.01282560882,      0.7130384782
          82,     0.01277315723,      0.7124190556
          83,     0.01271438224,      0.7118363069
          84,     0.01264929677,      0.7112922244
          85,     0.01258523133,      0.7108179808
          86,     0.01252024309,      0.7103827373
          87,     0.01245812222,      0.7099920698
          88,     0.01239678702,      0.7096316224
          89,     0.01234051199,      0.7093312894
          90,     0.01229020675,      0.7090857327
          91,     0.01224383811,      0.7088387755
          92,     0.01220566605,      0.7086268459
          93,      0.0121746969,      0.7084153305
          94,     0.01214878263,      0.7081986233
          95,     0.01212901118,      0.7079834725
          96,     0.01211535896,      0.7077678392
          97,     0.01211107669,      0.7076261846
          98,     0.01210887287,      0.7074718567
          99,     0.01210818405,      0.7073195981
         100,     0.01211325126,      0.7071059281
         101,     0.01211878742,      0.7069871054
         102,      0.0121300525,      0.7067576612
         103,     0.01214811692,      0.7065386622
         104,     0.01216698026,      0.7062920974
         105,     0.01218990251,      0.7060382263
         106,     0.01221640139,      0.7057814888
         107,     0.01224634835,      0.7055250061
         108,     0.01227922448,      0.7052703412
         109,     0.01231422883,      0.7050171587
         110,     0.01235099844,      0.7047698782
         111,      0.0123889311,       0.704531388
         112,     0.01242726994,       0.704303859
         113,     0.01246518345,      0.7040881203
         114,     0.01250174303,      0.7038895448
         115,     0.01253614943,       0.703709588
         116,     0.01256799692,      0.7035536423
         117,     0.01259430106,      0.7034275401
         118,     0.01261644642,      0.7033280421
         119,     0.01263663459,      0.7032362699
         120,     0.01265292499,      0.7031695625
         121,     0.01266329528,      0.7031330404
         122,     0.01266946349,      0.7031162959
         123,     0.01267224844,      0.7031154628
         124,     0.01267009681,      0.7031302329
         125,     0.01266348108,       0.703160886
         126,     0.01265303107,      0.7032044439
         127,     0.01263911124,      0.7032584979
         128,     0.01262240018,      0.7033218615
         129,     0.01260384507,       0.703390422
         130,     0.01258381915,      0.7034607977
         131,     0.01256334253,      0.7035315139
         132,     0.01254352458,      0.7035984402
         133,     0.01252528889,       0.703658887
