"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
337, 7.678796052932740e-01, -1.707474344533199e-02, -1.952670094967951e-02, 1.236952409876809e-05, -5.186862830149883e-05, -9.530396579233410e-09, -1.861592825068391e-05, 2.404854103750425e-01, -1.469004811855973e+00, -1.488553580622610e+00
363, 7.495508193969730e-01, -2.013406519059636e-02, -1.956200259966431e-02, 1.347421382333976e-05, -5.848031752082191e-05, -1.696554965026415e-08, -1.908732472950778e-05, 2.552610610830526e-01, -1.557129553893259e+00, -1.577906816902614e+00
389, 7.313483357429500e-01, -2.317163846162046e-02, -1.950843499189878e-02, 1.299572548007149e-05, -5.559234858164076e-05, -1.010444283823538e-08, -2.117363263438958e-05, 2.719860691252876e-01, -1.668673697207560e+00, -1.690688486241158e+00
415, 7.132214307785030e-01, -2.615616714095370e-02, -1.929185322567373e-02, 1.296109005859696e-05, -5.637318560792473e-05, -1.568729027837850e-08, -2.198903580229694e-05, 2.845403136125332e-01, -1.777343722079976e+00, -1.799965910843278e+00
441, 6.951977014541630e-01, -2.908381589978734e-02, -1.897591195318868e-02, 1.205086663671499e-05, -5.140217225857339e-05, 1.587610613454350e-09, -2.312840782727443e-05, 2.956718366731950e-01, -1.863035769813542e+00, -1.886345318662446e+00
467, 6.773055195808410e-01, -3.195469794837485e-02, -1.877904010222861e-02, 1.205282479840388e-05, -5.200915456490543e-05, -5.709091339695223e-09, -2.439889333225336e-05, 3.043476790070438e-01, -1.960160058843294e+00, -1.983637188674746e+00
493, 6.594728827476500e-01, -3.474514444991389e-02, -1.838721522552326e-02, 1.160794760242463e-05, -5.056450393985872e-05, -2.210822050826731e-09, -2.407287076519725e-05, 3.066717027708221e-01, -2.013654067916860e+00, -2.036862106561710e+00
519, 6.418011188507080e-01, -3.747888762637817e-02, -1.802888166562833e-02, 1.140492518144271e-05, -4.970466098671001e-05, 4.254402274091440e-09, -2.490270861306314e-05, 3.166602836616365e-01, -2.095875506575086e+00, -2.119653993197946e+00
545, 6.243042349815370e-01, -4.015886940601827e-02, -1.785104901373463e-02, 1.073458488891300e-05, -4.702104341902232e-05, 8.285646403762453e-09, -2.725352366134653e-05, 3.205466752538948e-01, -2.203393573935863e+00, -2.226585579783222e+00
571, 6.065399646759030e-01, -4.265995672025578e-02, -1.757957178057262e-02, 9.915258399435295e-06, -4.370907890217569e-05, 7.262308579825288e-09, -2.891220260593519e-05, 3.134423447399457e-01, -2.314871867760128e+00, -2.335987158187133e+00
