"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
2209, 1.051127910614010e-04, 1.097236414879392e-03, 4.681048316353861e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.063779054425079e+05, 0.000000000000000e+00, 4.255116217700313e+04, 3.166639667475757e+02, 0.000000000000000e+00, 2.778737191275242e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923722857510010e-05, 1.066154293960191e-03, 6.703955983767096e-03, -2.196071838990775e+03, 3.386735987829327e+00, 0.000000000000000e+00
2235, 3.451704978942870e-04, 2.170424898053898e-03, 4.337691641118016e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.825272524221729e+04, 0.000000000000000e+00, 3.930109009688691e+04, 3.156285399592792e+02, 0.000000000000000e+00, 5.411867774683116e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.918947835509184e-05, 2.262014535139141e-03, 7.651148727480857e-03, -2.810016576032795e+03, 3.411507491615295e+00, 0.000000000000000e+00
2261, 7.326900959014890e-04, 3.219984621281940e-03, 3.907135132739741e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.812103824568330e+04, 0.000000000000000e+00, 3.524841529827331e+04, 3.142762120339967e+02, 0.000000000000000e+00, -2.248924933635182e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.912699715697735e-05, 3.710165841757121e-03, 8.275500928339084e-03, -3.532818514603091e+03, 3.460398155451979e+00, 0.000000000000000e+00
2287, 1.276999711990360e-03, 4.248863936955045e-03, 3.484210605697393e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.826559709018708e+04, 0.000000000000000e+00, 3.130623883607482e+04, 3.130090115442889e+02, 0.000000000000000e+00, -4.962962763213639e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.906832862318451e-05, 5.024891304522895e-03, 8.270084159802458e-03, -4.083953645121398e+03, 3.388784642449313e+00, 0.000000000000000e+00
2313, 1.973092555999760e-03, 5.261468131145187e-03, 3.084780474892723e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.910039881403398e+04, 0.000000000000000e+00, 2.764015952561358e+04, 3.121379883895239e+02, 0.000000000000000e+00, -7.486918255880197e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.902793432122647e-05, 5.867922442741726e-03, 7.434044688079447e-03, -4.140800317855290e+03, 3.184580146635235e+00, 0.000000000000000e+00
2339, 2.858132123947140e-03, 6.251993515260362e-03, 2.758400187101755e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.174457786013019e+04, 0.000000000000000e+00, 2.469783114405207e+04, 3.119118602094073e+02, 0.000000000000000e+00, -9.512598894779566e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.901743839912462e-05, 5.911566353720240e-03, 5.895762814136583e-03, -3.464252495199247e+03, 2.858910802413508e+00, 0.000000000000000e+00
2365, 3.939032554626460e-03, 7.222152532739157e-03, 2.601191375238707e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.820950632456669e+04, 0.000000000000000e+00, 2.328380252982667e+04, 3.118257297160010e+02, 0.000000000000000e+00, -1.048610355341524e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.901343959784159e-05, 5.500209844724390e-03, 4.556593484294269e-03, -2.493918477605826e+03, 2.602876354338819e+00, 0.000000000000000e+00
2391, 5.185037851333620e-03, 8.179695143980229e-03, 2.615491590048862e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.848947655377581e+04, 0.000000000000000e+00, 2.339579062151032e+04, 3.116124087391902e+02, 0.000000000000000e+00, -1.040900403232424e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900353335236952e-05, 5.282370127131330e-03, 3.887305835915168e-03, -1.803948670832856e+03, 2.534696008362573e+00, 0.000000000000000e+00
2417, 6.539613008499150e-03, 9.135924444173958e-03, 2.680860242760577e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.001292909074466e+04, 0.000000000000000e+00, 2.400517163629786e+04, 3.119327591068620e+02, 0.000000000000000e+00, -9.989468493360074e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.901840859536819e-05, 5.148381762575730e-03, 3.519907027425512e-03, -1.656393705138318e+03, 2.528063645368494e+00, 0.000000000000000e+00
2443, 7.984459400177000e-03, 1.009363704590524e-02, 2.645502882256344e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.918487600929898e+04, 0.000000000000000e+00, 2.367395040371959e+04, 3.117402215495201e+02, 0.000000000000000e+00, -1.021750165316330e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900946915176231e-05, 5.526698881873822e-03, 3.468702096245590e-03, -1.841817988247913e+03, 2.597126141204079e+00, 0.000000000000000e+00
2469, 9.577721357345579e-03, 1.104272143520015e-02, 2.521123482688532e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.623362968874406e+04, 0.000000000000000e+00, 2.249345187549762e+04, 3.108081051512716e+02, 0.000000000000000e+00, -1.103022977278921e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.896615289355973e-05, 6.152771488866278e-03, 3.454140449298734e-03, -2.021597283610985e+03, 2.670909177823638e+00, 0.000000000000000e+00
2495, 1.134461164474490e-02, 1.198001260930237e-02, 2.389454754432437e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.316676808730089e+04, 0.000000000000000e+00, 2.126670723492035e+04, 3.100500362228921e+02, 0.000000000000000e+00, -1.187479657330797e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.893087765276496e-05, 6.476363312180243e-03, 3.254362929409258e-03, -2.124395587742289e+03, 2.666688782166664e+00, 0.000000000000000e+00
2521, 1.328635215759280e-02, 1.290630289495104e-02, 2.270809752637918e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.044442864324334e+04, 0.000000000000000e+00, 2.017777145729733e+04, 3.095442871712355e+02, 0.000000000000000e+00, -1.262448723855083e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.890732004599908e-05, 6.544929445427323e-03, 2.953105419765455e-03, -2.109551397050228e+03, 2.615288367319126e+00, 0.000000000000000e+00
2547, 1.542121171951290e-02, 1.381939527574571e-02, 2.175422760477806e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.827783741936671e+04, 0.000000000000000e+00, 1.931113496774668e+04, 3.092391539766434e+02, 0.000000000000000e+00, -1.322113333993357e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.889309790888343e-05, 6.451864983474405e-03, 2.625197493830799e-03, -1.990658164188701e+03, 2.545296844606253e+00, 0.000000000000000e+00
2573, 1.774638891220090e-02, 1.472104597165524e-02, 2.116408614256294e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.692282074864312e+04, 0.000000000000000e+00, 1.876912829945724e+04, 3.089405588227828e+02, 0.000000000000000e+00, -1.359428421629006e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.887917383550533e-05, 6.388645659083515e-03, 2.382943126104885e-03, -1.851723278091465e+03, 2.504882589293512e+00, 0.000000000000000e+00
2599, 2.023851871490480e-02, 1.561623441874693e-02, 2.078030227291122e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.603892269149549e+04, 0.000000000000000e+00, 1.841556907659819e+04, 3.087191918356257e+02, 0.000000000000000e+00, -1.383769622867388e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.886884679741018e-05, 6.346027273180007e-03, 2.190757493626389e-03, -1.753665609256641e+03, 2.481313307779667e+00, 0.000000000000000e+00
2625, 2.291005849838260e-02, 1.650363330599388e-02, 2.046988618868923e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.534390023507026e+04, 0.000000000000000e+00, 1.813756009402810e+04, 3.086695449227116e+02, 0.000000000000000e+00, -1.402909478804660e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.886653020991285e-05, 6.257032881844927e-03, 2.000348667512113e-03, -1.678342455001415e+03, 2.452077041273969e+00, 0.000000000000000e+00
2651, 2.576607465744020e-02, 1.738337219363890e-02, 2.028968538260153e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.494778718928686e+04, 0.000000000000000e+00, 1.797911487571474e+04, 3.086905537408252e+02, 0.000000000000000e+00, -1.413817826529369e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.886751053014586e-05, 6.169423231804866e-03, 1.839272564167280e-03, -1.606554728641508e+03, 2.430857397964945e+00, 0.000000000000000e+00
2677, 2.879580855369570e-02, 1.825833519457163e-02, 2.023533740251326e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.483490255847749e+04, 0.000000000000000e+00, 1.793396102339100e+04, 3.087422868706494e+02, 0.000000000000000e+00, -1.416926496689952e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.886992437853270e-05, 6.106471672230912e-03, 1.713388413434376e-03, -1.550605407999493e+03, 2.421752813024387e+00, 0.000000000000000e+00
2703, 3.199326992034910e-02, 1.913063391601475e-02, 2.022953728155828e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.484436925506512e+04, 0.000000000000000e+00, 1.793774770202604e+04, 3.088960163505311e+02, 0.000000000000000e+00, -1.416665798338101e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.887709616716013e-05, 6.009159478953387e-03, 1.590194755618799e-03, -1.498972533478671e+03, 2.407376723849381e+00, 0.000000000000000e+00
2729, 3.537228703498840e-02, 1.999865871702422e-02, 2.030967443546260e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.505272442722861e+04, 0.000000000000000e+00, 1.802108977089144e+04, 3.091067106904765e+02, 0.000000000000000e+00, -1.410928015418818e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.888692263547585e-05, 5.883523862423393e-03, 1.475939622911144e-03, -1.427738114208138e+03, 2.392161927180378e+00, 0.000000000000000e+00
2755, 3.891497850418090e-02, 2.086701235111701e-02, 2.052651367775962e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.555950459525241e+04, 0.000000000000000e+00, 1.822380183810096e+04, 3.092816379270471e+02, 0.000000000000000e+00, -1.396972064329509e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.889507848173728e-05, 5.802771201744707e-03, 1.402192749370309e-03, -1.368036108514008e+03, 2.393466931720893e+00, 0.000000000000000e+00
2781, 4.259017109870910e-02, 2.174280204924825e-02, 2.069448743356394e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.595638779152459e+04, 0.000000000000000e+00, 1.838255511660983e+04, 3.094436306580316e+02, 0.000000000000000e+00, -1.386042507837703e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.890262924709170e-05, 5.748663416499970e-03, 1.333079188083937e-03, -1.337707487144146e+03, 2.396828596536146e+00, 0.000000000000000e+00
2807, 4.645630717277530e-02, 2.261579942912701e-02, 2.081274349144601e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.623923292198494e+04, 0.000000000000000e+00, 1.849569316879397e+04, 3.095790945492067e+02, 0.000000000000000e+00, -1.378253385343137e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.890894196652369e-05, 5.702492038222240e-03, 1.261932072779849e-03, -1.307147387502741e+03, 2.398162935818063e+00, 0.000000000000000e+00
2833, 5.049252510070800e-02, 2.349155222701991e-02, 2.098666452471672e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.664527883298232e+04, 0.000000000000000e+00, 1.865811153319292e+04, 3.097095590277451e+02, 0.000000000000000e+00, -1.367071501695260e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.891502042722445e-05, 5.649603641645335e-03, 1.203607363702516e-03, -1.273154465170946e+03, 2.400832400442479e+00, 0.000000000000000e+00
2859, 5.469727516174320e-02, 2.437147830232134e-02, 2.114923981890401e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.702985678659657e+04, 0.000000000000000e+00, 1.881194271463863e+04, 3.098626502185447e+02, 0.000000000000000e+00, -1.356480812774664e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.892215148377481e-05, 5.589299461169855e-03, 1.144399932458723e-03, -1.244070228266723e+03, 2.400839213966470e+00, 0.000000000000000e+00
2885, 5.909299850463870e-02, 2.525248510437755e-02, 2.134010969484275e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.748188603186316e+04, 0.000000000000000e+00, 1.899275441274526e+04, 3.100428000336145e+02, 0.000000000000000e+00, -1.344032618397844e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.893054072687565e-05, 5.503492281611290e-03, 1.086011065351487e-03, -1.203095517050026e+03, 2.396215471818984e+00, 0.000000000000000e+00
2911, 6.365954875946039e-02, 2.614001504222910e-02, 2.158553958041368e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.805471565284971e+04, 0.000000000000000e+00, 1.922188626113988e+04, 3.102154610413633e+02, 0.000000000000000e+00, -1.328257766346767e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.893857898262097e-05, 5.425353304688487e-03, 1.042282484274451e-03, -1.165798592634657e+03, 2.395585525547671e+00, 0.000000000000000e+00
