Point ID,Density,Eigenvalues_Density_0,Eigenvalues_Density_1,Eigenvalues_Mach_0,Eigenvalues_Mach_1,Eigenvalues_Pressure_0,Eigenvalues_Pressure_1,Energy,Gradient_Density_X,Gradient_Density_Y,Gradient_Mach_X,Gradient_Mach_Y,Gradient_Pressure_X,Gradient_Pressure_Y,Hessian_Density_XX,Hessian_Density_XY,Hessian_Density_YX,Hessian_Density_YY,Hessian_Mach_XX,Hessian_Mach_XY,Hessian_Mach_YX,Hessian_Mach_YY,Hessian_Pressure_XX,Hessian_Pressure_XY,Hessian_Pressure_YX,Hessian_Pressure_YY,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude
185,1.000000e+00,4.381566e-07,1.548888e-05,1.012396e-05,1.766893e-06,1.307374e-07,3.822376e-06,9.478429e-01,-8.749494e-08,6.862928e-08,3.709361e-08,-1.682709e-08,-2.132733e-08,1.661628e-08,1.653882e-06,-4.101166e-06,-4.101166e-06,1.427316e-05,5.352247e-06,-4.136215e-06,-4.136215e-06,6.538605e-06,3.342639e-07,-8.425694e-07,-8.425694e-07,3.618849e-06,1.001413e+00,-8.776159e-10,0.000000e+00,1.001413e+00,3.079879e-01,2.569120e-01,0.000000e+00,4.010739e-01
186,1.000000e+00,2.845861e-07,5.658002e-06,5.718323e-06,1.183568e-08,6.482860e-08,1.427512e-06,9.478429e-01,-1.074179e-07,4.163610e-08,1.020969e-07,-4.692323e-08,-2.696535e-08,1.060830e-08,7.186248e-07,-1.464200e-06,-1.464200e-06,5.223963e-06,2.460037e-06,-2.824348e-06,-2.824348e-06,3.270122e-06,1.399557e-07,-3.110151e-07,-3.110151e-07,1.352385e-06,1.001413e+00,5.078078e-10,0.000000e+00,1.001413e+00,3.082188e-01,2.960985e-01,0.000000e+00,4.274028e-01
187,1.000000e+00,2.089715e-05,1.374474e-06,3.151484e-07,2.299217e-05,5.355316e-06,2.942177e-07,9.478429e-01,6.292169e-07,-2.314437e-07,-5.966422e-07,2.723085e-07,1.583745e-07,-5.967412e-08,1.932020e-05,5.319726e-06,5.319726e-06,2.951422e-06,1.326326e-05,1.122368e-05,1.122368e-05,1.004406e-05,5.076288e-06,1.155131e-06,1.155131e-06,5.732449e-07,1.001413e+00,-4.305455e-09,0.000000e+00,1.001413e+00,3.421343e-01,2.764098e-01,0.000000e+00,4.398389e-01
188,1.000000e+00,5.520416e-07,1.453345e-05,1.307223e-05,1.577209e-07,1.191289e-07,3.667076e-06,9.478429e-01,5.957626e-08,-3.616360e-08,-5.314829e-08,2.796019e-08,1.454029e-08,-8.568684e-09,1.681393e-06,-3.809788e-06,-3.809788e-06,1.340410e-05,5.698310e-06,-6.391857e-06,-6.391857e-06,7.531637e-06,3.147335e-07,-8.097737e-07,-8.097737e-07,3.471471e-06,1.001413e+00,-1.658453e-09,0.000000e+00,1.001413e+00,3.422363e-01,3.158232e-01,0.000000e+00,4.656931e-01
189,1.000000e+00,1.666808e-04,4.356666e-06,2.354147e-06,1.463695e-04,4.198275e-05,9.568897e-07,9.478430e-01,6.288379e-07,-1.286568e-07,-5.356496e-07,1.098500e-07,1.601786e-07,-3.620511e-08,1.535691e-04,4.423164e-05,4.423164e-05,1.746843e-05,8.458392e-05,7.127841e-05,7.127841e-05,6.413970e-05,3.972093e-05,9.363631e-06,9.363631e-06,3.218718e-06,1.001413e+00,6.324064e-09,0.000000e+00,1.001413e+00,3.763598e-01,2.959401e-01,0.000000e+00,4.787768e-01
190,1.000000e+00,5.262784e-05,1.160939e-06,1.033269e-06,4.858803e-05,1.307523e-05,2.688764e-07,9.478429e-01,1.000656e-06,-4.397886e-07,-9.110897e-07,4.034135e-07,2.495247e-07,-1.089206e-07,4.847059e-05,1.402419e-05,1.402419e-05,5.318188e-06,2.818606e-05,2.353658e-05,2.353658e-05,2.143524e-05,1.236919e-05,2.922887e-06,2.922887e-06,9.749131e-07,1.001413e+00,-3.436232e-09,0.000000e+00,1.001413e+00,3.763749e-01,3.353669e-01,0.000000e+00,5.041121e-01
191,1.000000e+00,7.764900e-05,2.392362e-05,2.553073e-05,6.130649e-05,1.985827e-05,5.622457e-06,9.478430e-01,-5.864121e-06,3.103405e-06,5.375061e-06,-2.891037e-06,-1.460874e-06,7.676477e-07,4.154004e-05,-2.522123e-05,-2.522123e-05,6.003258e-05,2.661045e-05,-6.120629e-06,-6.120629e-06,6.022677e-05,1.012536e-05,-6.620147e-06,-6.620147e-06,1.535537e-05,1.001413e+00,3.735947e-08,0.000000e+00,1.001413e+00,4.106357e-01,3.153364e-01,0.000000e+00,5.177439e-01
192,1.000000e+00,2.095476e-04,4.558768e-06,4.064080e-06,1.887115e-04,5.224152e-05,1.175601e-06,9.478430e-01,2.700013e-07,-1.223179e-07,-2.415993e-07,1.135664e-07,6.627410e-08,-2.875656e-08,7.177410e-05,-9.623145e-05,-9.623145e-05,1.423323e-04,9.636790e-06,-3.159005e-05,-3.159005e-05,1.831388e-04,1.732816e-05,-2.374743e-05,-2.374743e-05,3.608896e-05,1.001413e+00,1.512286e-08,0.000000e+00,1.001413e+00,4.105327e-01,3.548763e-01,0.000000e+00,5.426548e-01
193,9.999999e-01,1.620852e-06,8.892201e-04,7.910196e-04,1.505050e-06,5.531147e-07,2.212249e-04,9.478428e-01,-1.449596e-05,8.909167e-06,1.295222e-05,-7.975257e-06,-3.615362e-06,2.214153e-06,5.981785e-04,4.166811e-04,4.166811e-04,2.926624e-04,7.671919e-04,1.350726e-04,1.350726e-04,2.533281e-05,1.514247e-04,1.026200e-04,1.026200e-04,7.035338e-05,1.001413e+00,-2.687613e-08,0.000000e+00,1.001413e+00,4.446424e-01,3.349430e-01,0.000000e+00,5.566809e-01
194,1.000000e+00,2.435053e-04,9.161552e-06,8.929177e-06,2.123282e-04,6.068156e-05,2.344462e-06,9.478430e-01,-5.021202e-06,3.484821e-06,4.572057e-06,-3.200842e-06,-1.257077e-06,8.739723e-07,8.600228e-05,-1.100120e-04,-1.100120e-04,1.666646e-04,1.506782e-05,-3.479814e-05,-3.479814e-05,2.061896e-04,2.079695e-05,-2.712877e-05,-2.712877e-05,4.222907e-05,1.001413e+00,3.650199e-08,0.000000e+00,1.001413e+00,4.446496e-01,3.744160e-01,0.000000e+00,5.812922e-01
195,9.999993e-01,1.966665e-05,2.892220e-03,2.518085e-03,2.023312e-05,5.108326e-06,7.219116e-04,9.478424e-01,-8.930585e-06,4.310484e-06,7.438801e-06,-3.116215e-06,-2.222890e-06,1.061106e-06,1.950317e-03,1.348512e-03,1.348512e-03,9.615697e-04,2.442699e-03,4.273401e-04,4.273401e-04,9.561895e-05,4.951810e-04,3.333384e-04,3.333384e-04,2.318390e-04,1.001413e+00,-2.602372e-07,0.000000e+00,1.001413e+00,4.786251e-01,3.546204e-01,0.000000e+00,5.956825e-01
196,1.000000e+00,3.669475e-06,2.727522e-04,2.700883e-04,3.549398e-06,9.268373e-07,6.837848e-05,9.478429e-01,-1.404458e-05,1.010755e-05,1.280480e-05,-9.325005e-06,-3.512331e-06,2.529725e-06,1.845207e-04,1.263202e-04,1.263202e-04,9.190104e-05,2.620441e-04,4.560029e-05,4.560029e-05,1.159361e-05,4.704298e-05,3.136736e-05,3.136736e-05,2.226233e-05,1.001413e+00,-1.574325e-09,0.000000e+00,1.001413e+00,4.787610e-01,3.939768e-01,0.000000e+00,6.200241e-01
197,1.000000e+00,2.008387e-04,1.581048e-06,1.199358e-06,1.831230e-04,5.024513e-05,3.880803e-07,9.478430e-01,7.684660e-07,-4.129109e-07,-7.087323e-07,3.950225e-07,1.923766e-07,-1.037470e-07,6.691713e-05,-9.354094e-05,-9.354094e-05,1.355026e-04,6.689862e-06,-3.112405e-05,-3.112405e-05,1.776325e-04,1.615826e-05,-2.318526e-05,-2.318526e-05,3.447494e-05,1.001413e+00,1.526475e-08,0.000000e+00,1.001413e+00,4.447608e-01,4.137856e-01,0.000000e+00,6.074790e-01
198,1.000000e+00,3.396962e-04,5.887517e-06,4.666404e-06,3.113083e-04,8.495354e-05,1.462368e-06,9.478430e-01,-2.775818e-06,2.225237e-06,2.455956e-06,-1.943944e-06,-6.936428e-07,5.558184e-07,1.153425e-04,-1.567056e-04,-1.567056e-04,2.302411e-04,1.392094e-05,-5.246125e-05,-5.246125e-05,3.020538e-04,2.787129e-05,-3.882629e-05,-3.882629e-05,5.854461e-05,1.001413e+00,3.910331e-08,0.000000e+00,1.001413e+00,4.789118e-01,4.333328e-01,0.000000e+00,6.458590e-01
199,9.999996e-01,5.823743e-06,1.587392e-03,1.474145e-03,2.281559e-06,1.417725e-06,3.969134e-04,9.478425e-01,-1.792871e-05,1.334469e-05,1.646688e-05,-1.248683e-05,-4.483326e-06,3.337972e-06,1.068800e-03,7.424629e-04,7.424629e-04,5.244161e-04,1.429723e-03,2.518109e-04,2.518109e-04,4.670279e-05,2.718149e-04,1.839192e-04,1.839192e-04,1.265162e-04,1.001413e+00,-1.720443e-07,0.000000e+00,1.001413e+00,5.129005e-01,4.135157e-01,0.000000e+00,6.588339e-01
200,1.000000e+00,2.365621e-04,1.027233e-05,7.865495e-06,2.207283e-04,5.914705e-05,2.564420e-06,9.478430e-01,-9.997462e-06,8.188747e-06,8.938789e-06,-7.272034e-06,-2.499288e-06,2.046831e-06,8.447219e-05,-1.062311e-04,-1.062311e-04,1.623622e-04,1.428975e-05,-3.641723e-05,-3.641723e-05,2.143041e-04,2.046196e-05,-2.631289e-05,-2.631289e-05,4.124951e-05,1.001413e+00,3.076404e-08,0.000000e+00,1.001413e+00,5.130726e-01,4.528638e-01,0.000000e+00,6.843457e-01
201,9.999989e-01,2.599095e-05,3.539163e-03,3.236593e-03,1.932682e-05,6.512530e-06,8.846865e-04,9.478419e-01,-5.348513e-06,1.860377e-06,5.171236e-06,-2.312923e-06,-1.336405e-06,4.654340e-07,2.387203e-03,1.649249e-03,1.649249e-03,1.177951e-03,3.139495e-03,5.504198e-04,5.504198e-04,1.164248e-04,6.069130e-04,4.083813e-04,4.083813e-04,2.842860e-04,1.001413e+00,-4.469040e-07,0.000000e+00,1.001413e+00,5.470663e-01,4.330441e-01,0.000000e+00,6.977168e-01
202,1.000000e+00,2.203691e-05,3.536266e-07,2.768159e-07,1.913613e-05,5.501802e-06,8.724440e-08,9.478429e-01,9.872201e-07,-6.534306e-07,-8.836041e-07,5.815513e-07,2.467411e-07,-1.632581e-07,7.463523e-06,-1.017916e-05,-1.017916e-05,1.492702e-05,8.459949e-07,-3.226509e-06,-3.226509e-06,1.856695e-05,1.799912e-06,-2.517957e-06,-2.517957e-06,3.789134e-06,1.001413e+00,-1.364017e-09,0.000000e+00,1.001413e+00,4.448979e-01,4.531491e-01,0.000000e+00,6.350420e-01
203,9.999999e-01,2.111182e-06,3.502167e-04,3.073836e-04,2.274823e-06,5.331974e-07,8.756750e-05,9.478428e-01,-1.787738e-05,1.517094e-05,1.603560e-05,-1.355272e-05,-4.469294e-06,3.792695e-06,2.360738e-04,1.634172e-04,1.634172e-04,1.162541e-04,2.981753e-04,5.219895e-05,5.219895e-05,1.148309e-05,6.003786e-05,4.047397e-05,4.047397e-05,2.806285e-05,1.001413e+00,-5.822296e-08,0.000000e+00,1.001413e+00,5.472437e-01,4.723795e-01,0.000000e+00,7.229233e-01
204,9.999983e-01,4.454836e-05,5.570673e-03,5.028570e-03,3.419502e-05,1.111998e-05,1.392494e-03,9.478415e-01,3.068826e-05,-3.318577e-05,-2.745998e-05,2.946224e-05,7.672574e-06,-8.297954e-06,3.758670e-03,2.594224e-03,2.594224e-03,1.856551e-03,4.877838e-03,8.544530e-04,8.544530e-04,1.849266e-04,9.555544e-04,6.423868e-04,6.423868e-04,4.480597e-04,1.001412e+00,-6.833578e-07,0.000000e+00,1.001412e+00,5.812320e-01,4.525662e-01,0.000000e+00,7.366457e-01
205,9.999994e-01,1.903676e-06,1.510983e-03,1.362211e-03,2.309336e-06,4.693551e-07,3.777554e-04,9.478424e-01,-2.135729e-05,1.805739e-05,1.922631e-05,-1.622593e-05,-5.339448e-06,4.514303e-06,1.016160e-03,7.084333e-04,7.084333e-04,4.967271e-04,1.321169e-03,2.326562e-04,2.326562e-04,4.335154e-05,2.584168e-04,1.754511e-04,1.754511e-04,1.198080e-04,1.001413e+00,-2.457597e-07,0.000000e+00,1.001413e+00,5.814106e-01,4.919053e-01,0.000000e+00,7.615833e-01
206,9.999983e-01,7.340442e-05,6.839385e-03,6.076801e-03,6.458604e-05,1.840527e-05,1.709944e-03,9.478414e-01,9.263813e-05,-9.468283e-05,-8.383986e-05,8.568849e-05,2.315963e-05,-2.367017e-05,4.620837e-03,3.176271e-03,3.176271e-03,2.291953e-03,5.895351e-03,1.028588e-03,1.028588e-03,2.460363e-04,1.174897e-03,7.866242e-04,7.866242e-04,5.534526e-04,1.001412e+00,-6.894388e-07,0.000000e+00,1.001412e+00,6.154001e-01,4.720920e-01,0.000000e+00,7.756212e-01
207,9.999987e-01,9.577512e-06,3.211661e-03,2.915117e-03,8.491998e-06,2.404533e-06,8.028189e-04,9.478418e-01,-1.424347e-05,1.056499e-05,1.297702e-05,-9.695248e-06,-3.559834e-06,2.640496e-06,2.161706e-03,1.503210e-03,1.503210e-03,1.059533e-03,2.827395e-03,4.972745e-04,4.972745e-04,9.621474e-05,5.496414e-04,3.722204e-04,3.722204e-04,2.555820e-04,1.001412e+00,-5.107065e-07,0.000000e+00,1.001412e+00,6.155721e-01,5.114464e-01,0.000000e+00,8.003165e-01
208,9.999994e-01,1.018740e-04,6.348510e-03,5.500619e-03,1.023722e-04,2.539403e-05,1.588250e-03,9.478424e-01,1.744292e-04,-1.783812e-04,-1.586484e-04,1.627721e-04,4.359783e-05,-4.458697e-05,4.300253e-03,2.932466e-03,2.932466e-03,2.150130e-03,5.337698e-03,9.235487e-04,9.235487e-04,2.652927e-04,1.093906e-03,7.267824e-04,7.267824e-04,5.197381e-04,1.001413e+00,-2.309416e-07,0.000000e+00,1.001413e+00,6.495490e-01,4.916219e-01,0.000000e+00,8.146202e-01
209,9.999981e-01,2.447479e-05,5.199916e-03,4.734986e-03,2.054330e-05,6.101071e-06,1.299751e-03,9.478413e-01,9.042605e-06,-1.365918e-05,-7.765766e-06,1.176834e-05,2.261749e-06,-3.417163e-06,3.502901e-03,2.429597e-03,2.429597e-03,1.721489e-03,4.592702e-03,8.065613e-04,8.065613e-04,1.628264e-04,8.905589e-04,6.015919e-04,6.015919e-04,4.152928e-04,1.001412e+00,-7.789416e-07,0.000000e+00,1.001412e+00,6.497366e-01,5.309812e-01,0.000000e+00,8.391059e-01
210,1.000002e+00,1.523363e-04,3.277647e-03,2.709477e-03,1.902248e-04,3.801199e-05,8.212365e-04,9.478448e-01,2.618637e-04,-2.707338e-04,-2.384773e-04,2.479481e-04,6.545721e-05,-6.766359e-05,2.252866e-03,1.467169e-03,1.467169e-03,1.177118e-03,2.633446e-03,4.310015e-04,4.310015e-04,2.662565e-04,5.734963e-04,3.642266e-04,3.642266e-04,2.857522e-04,1.001415e+00,8.814632e-07,0.000000e+00,1.001415e+00,6.837156e-01,5.111578e-01,0.000000e+00,8.536681e-01
211,1.000000e+00,3.677743e-04,7.682336e-06,6.948103e-06,3.326905e-04,9.193436e-05,1.922089e-06,9.478430e-01,-1.127267e-05,1.034495e-05,1.013641e-05,-9.304415e-06,-2.818283e-06,2.586317e-06,1.257556e-04,-1.690442e-04,-1.690442e-04,2.497010e-04,1.677910e-05,-5.572902e-05,-5.572902e-05,3.228596e-04,3.039369e-05,-4.185883e-05,-4.185883e-05,6.346276e-05,1.001413e+00,2.840285e-08,0.000000e+00,1.001413e+00,5.815483e-01,5.312265e-01,0.000000e+00,7.876548e-01
212,9.999977e-01,3.810683e-05,7.070899e-03,6.432185e-03,3.135351e-05,9.570042e-06,1.767370e-03,9.478409e-01,5.102776e-05,-5.856819e-05,-4.547376e-05,5.192958e-05,1.275992e-05,-1.464572e-05,4.764864e-03,3.301525e-03,3.301525e-03,2.344142e-03,6.239006e-03,1.095074e-03,1.095074e-03,2.245323e-04,1.211364e-03,8.174381e-04,8.174381e-04,5.655764e-04,1.001412e+00,-9.288943e-07,0.000000e+00,1.001412e+00,6.839147e-01,5.505146e-01,0.000000e+00,8.779554e-01
213,1.000007e+00,3.489546e-03,7.585475e-05,9.489455e-05,3.183488e-03,8.699285e-04,1.919572e-05,9.478487e-01,3.397184e-04,-3.526335e-04,-3.079953e-04,3.219795e-04,8.491088e-05,-8.813437e-05,1.195196e-03,-1.602548e-03,-1.602548e-03,2.370205e-03,1.881091e-04,-5.284061e-04,-5.284061e-04,3.090274e-03,2.882893e-04,-3.956203e-04,-3.956203e-04,6.008349e-04,1.001418e+00,2.729017e-06,0.000000e+00,1.001418e+00,7.179163e-01,5.306879e-01,0.000000e+00,8.927673e-01
214,9.999980e-01,4.435738e-05,8.352995e-03,7.553069e-03,3.368858e-05,1.108353e-05,2.087929e-03,9.478411e-01,1.115599e-04,-1.245320e-04,-1.001120e-04,1.114601e-04,2.789218e-05,-3.113782e-05,5.628613e-03,3.900467e-03,3.900467e-03,2.768739e-03,7.326132e-03,1.286439e-03,1.286439e-03,2.606255e-04,1.431006e-03,9.658053e-04,9.658053e-04,6.680065e-04,1.001412e+00,-8.279238e-07,0.000000e+00,1.001412e+00,7.180946e-01,5.700545e-01,0.000000e+00,9.168544e-01
215,1.000013e+00,1.426440e-02,3.424525e-05,6.981607e-05,1.206971e-02,3.565074e-03,8.703138e-06,9.478542e-01,3.896107e-04,-4.014653e-04,-3.504276e-04,3.622897e-04,9.739851e-05,-1.003465e-04,4.700277e-03,-6.680307e-03,-6.680307e-03,9.598367e-03,4.319762e-04,-2.052979e-03,-2.052979e-03,1.170755e-02,1.133612e-03,-1.653836e-03,-1.653836e-03,2.440166e-03,1.001423e+00,5.323500e-06,0.000000e+00,1.001423e+00,7.521085e-01,5.502175e-01,0.000000e+00,9.318833e-01
216,1.000034e+00,8.064933e-02,6.454031e-06,8.014278e-05,7.403097e-02,2.017343e-02,4.486368e-06,9.478722e-01,-1.984586e-04,2.894660e-04,1.613220e-04,-2.545763e-04,-4.950655e-05,7.222937e-05,2.644905e-02,-3.785758e-02,-3.785758e-02,5.420673e-02,2.311999e-03,-1.265173e-02,-1.265173e-02,7.179911e-02,6.384086e-03,-9.379259e-03,-9.379259e-03,1.379383e-02,1.001438e+00,1.426694e-05,0.000000e+00,1.001438e+00,7.518968e-01,5.108588e-01,0.000000e+00,9.090245e-01
217,1.000037e+00,1.017781e-01,2.842987e-04,3.359556e-04,9.931930e-02,2.544864e-02,7.231531e-05,9.478757e-01,-7.100517e-04,8.638246e-04,5.849276e-04,-7.102568e-04,-1.775673e-04,2.159391e-04,5.847321e-02,5.019825e-02,5.019825e-02,4.358920e-02,5.716398e-02,4.894490e-02,4.894490e-02,4.249128e-02,1.461304e-02,1.255219e-02,1.255219e-02,1.090792e-02,1.001441e+00,1.569231e-05,0.000000e+00,1.001441e+00,7.861322e-01,5.303903e-01,0.000000e+00,9.483236e-01
218,1.000021e+00,2.966556e-02,1.564971e-05,2.245272e-05,2.487272e-02,7.420487e-03,3.575052e-06,9.478610e-01,3.768986e-04,-3.848045e-04,-3.339432e-04,3.389929e-04,9.424993e-05,-9.623177e-05,1.701468e-02,1.466468e-02,1.466468e-02,1.266653e-02,1.428941e-02,1.228787e-02,1.228787e-02,1.060576e-02,4.253490e-03,3.668715e-03,3.668715e-03,3.170572e-03,1.001429e+00,8.636720e-06,0.000000e+00,1.001429e+00,7.862918e-01,5.697361e-01,0.000000e+00,9.710067e-01
219,1.000034e+00,1.157157e-01,4.034843e-04,1.035301e-04,1.182951e-01,2.891135e-02,1.010647e-04,9.478737e-01,-1.390232e-03,1.659755e-03,1.158981e-03,-1.353690e-03,-3.478765e-04,4.153779e-04,6.651481e-02,5.703274e-02,5.703274e-02,4.960434e-02,6.795932e-02,5.844291e-02,5.844291e-02,5.043931e-02,1.660945e-02,1.425077e-02,1.425077e-02,1.240296e-02,1.001440e+00,1.413739e-05,0.000000e+00,1.001440e+00,8.203483e-01,5.498943e-01,0.000000e+00,9.876006e-01
220,9.999145e-01,7.688763e-03,4.134217e-03,5.216256e-03,3.202953e-02,1.944548e-03,1.019141e-03,9.477634e-01,-4.526452e-03,5.179150e-03,4.520874e-03,-5.314710e-03,-1.131510e-03,1.294615e-03,6.172126e-03,1.758058e-03,1.758058e-03,5.650854e-03,2.061021e-02,1.325853e-02,1.325853e-02,1.663557e-02,1.549402e-03,4.577450e-04,4.577450e-04,1.414287e-03,1.001345e+00,-3.501368e-05,0.000000e+00,1.001345e+00,8.201547e-01,5.105268e-01,0.000000e+00,9.660701e-01
221,9.998447e-01,3.239936e-04,8.046028e-02,4.190606e-02,1.891977e-03,8.856386e-05,1.992395e-02,9.476993e-01,-5.050697e-03,5.771460e-03,5.181282e-03,-6.214176e-03,-1.261406e-03,1.440723e-03,3.451616e-02,-3.963495e-02,-3.963495e-02,4.626811e-02,1.893329e-02,-1.978601e-02,-1.978601e-02,2.486474e-02,8.558207e-03,-9.811411e-03,-9.811411e-03,1.145431e-02,1.001289e+00,-6.202331e-05,0.000000e+00,1.001289e+00,8.544306e-01,5.300470e-01,0.000000e+00,1.005486e+00
222,1.000022e+00,1.189294e-01,9.731163e-05,6.825395e-04,1.249855e-01,2.968166e-02,2.973127e-05,9.478636e-01,-2.189479e-03,2.614605e-03,1.870757e-03,-2.179069e-03,-5.481013e-04,6.546259e-04,6.822667e-02,5.877366e-02,5.877366e-02,5.080002e-02,7.204699e-02,6.146485e-02,6.146485e-02,5.362106e-02,1.702038e-02,1.466708e-02,1.466708e-02,1.269101e-02,1.001431e+00,8.704883e-06,0.000000e+00,1.001431e+00,8.545793e-01,5.694368e-01,0.000000e+00,1.026920e+00
223,9.997634e-01,1.940380e-03,2.039537e-01,1.503138e-01,1.381376e-03,4.730340e-04,5.055398e-02,9.476281e-01,-5.176248e-03,5.820558e-03,5.414439e-03,-6.318511e-03,-1.291035e-03,1.451457e-03,8.813446e-02,-9.991462e-02,-9.991462e-02,1.177596e-01,6.480914e-02,-7.364351e-02,-7.364351e-02,8.688600e-02,2.185743e-02,-2.477213e-02,-2.477213e-02,2.916958e-02,1.001228e+00,-9.448997e-05,0.000000e+00,1.001228e+00,8.886934e-01,5.496204e-01,0.000000e+00,1.044920e+00
224,9.994913e-01,4.129133e-03,1.937921e+00,1.740419e+00,1.039561e-02,1.098396e-03,4.853058e-01,9.474453e-01,3.169930e-03,-4.242220e-03,-1.618728e-03,2.164207e-03,7.791444e-04,-1.043096e-03,8.292302e-01,-9.564422e-01,-9.564422e-01,1.112820e+00,7.471833e-01,-8.554555e-01,-8.554555e-01,1.003632e+00,2.078533e-01,-2.395092e-01,-2.395092e-01,2.785508e-01,1.001078e+00,-2.329271e-04,0.000000e+00,1.001078e+00,8.885112e-01,5.101538e-01,0.000000e+00,1.024553e+00
225,9.994894e-01,4.269820e-03,3.339632e+00,3.026464e+00,3.169929e-03,1.009526e-03,8.421625e-01,9.474416e-01,9.220181e-03,-1.027794e-02,-7.089598e-03,7.342082e-03,2.280568e-03,-2.539598e-03,1.427386e+00,-1.649651e+00,-1.649651e+00,1.916515e+00,1.290739e+00,-1.494947e+00,-1.494947e+00,1.738894e+00,3.601791e-01,-4.160694e-01,-4.160694e-01,4.829930e-01,1.001075e+00,-2.444960e-04,0.000000e+00,1.001075e+00,9.227915e-01,5.297301e-01,0.000000e+00,1.064029e+00
226,9.996668e-01,1.030893e-03,4.002103e-01,3.318870e-01,4.557207e-03,2.744279e-04,9.949140e-02,9.475522e-01,-4.477540e-03,4.963735e-03,5.073175e-03,-5.390582e-03,-1.119364e-03,1.238354e-03,1.713509e-01,-1.974318e-01,-1.974318e-01,2.298903e-01,1.439614e-01,-1.618568e-01,-1.618568e-01,1.924828e-01,4.263974e-02,-4.907686e-02,-4.907686e-02,5.712608e-02,1.001164e+00,-1.329308e-04,0.000000e+00,1.001164e+00,9.229765e-01,5.692220e-01,0.000000e+00,1.084389e+00
227,9.995785e-01,8.123494e-03,5.546342e+00,5.056821e+00,1.666237e-02,2.511366e-03,1.407149e+00,9.475176e-01,1.938188e-02,-2.068863e-02,-1.631483e-02,1.702652e-02,4.824465e-03,-5.137587e-03,2.371145e+00,-2.739171e+00,-2.739171e+00,3.183321e+00,2.163180e+00,-2.492238e+00,-2.492238e+00,2.910303e+00,6.022869e-01,-6.947924e-01,-6.947924e-01,8.073733e-01,1.001141e+00,-2.306064e-04,0.000000e+00,1.001141e+00,9.570907e-01,5.493129e-01,0.000000e+00,1.103525e+00
228,9.995693e-01,3.407061e-03,7.119851e-01,6.221188e-01,3.937728e-03,8.997583e-04,1.772125e-01,9.474860e-01,-2.704506e-03,2.903392e-03,3.697991e-03,-3.548675e-03,-6.758513e-04,7.271688e-04,3.057398e-01,-3.504586e-01,-3.504586e-01,4.096524e-01,2.672105e-01,-3.056758e-01,-3.056758e-01,3.588460e-01,7.618473e-02,-8.721167e-02,-8.721167e-02,1.019276e-01,1.001110e+00,-1.776522e-04,0.000000e+00,1.001110e+00,9.572546e-01,5.887785e-01,0.000000e+00,1.123831e+00
229,9.997551e-01,2.054422e-02,8.756538e+00,7.993589e+00,2.579616e-02,5.148122e-03,2.234735e+00,9.476750e-01,3.550373e-02,-3.893881e-02,-3.065967e-02,3.388502e-02,8.826990e-03,-9.691983e-03,3.747977e+00,-4.320773e+00,-4.320773e+00,5.029106e+00,3.419144e+00,-3.939884e+00,-3.939884e+00,4.600242e+00,9.571745e-01,-1.102847e+00,-1.102847e+00,1.282709e+00,1.001276e+00,-1.718662e-04,0.000000e+00,1.001276e+00,9.914172e-01,5.689042e-01,0.000000e+00,1.143049e+00
230,9.999989e-01,3.665863e-06,2.120504e-03,1.897840e-03,3.912201e-06,9.186707e-07,5.301942e-04,9.478419e-01,-2.485872e-05,2.291559e-05,2.230189e-05,-2.049837e-05,-6.215083e-06,5.729688e-06,1.426398e-03,9.937439e-04,9.937439e-04,6.977718e-04,1.840681e-03,3.240191e-04,3.240191e-04,6.107146e-05,3.627801e-04,2.461315e-04,2.461315e-04,1.683328e-04,1.001413e+00,-4.620867e-07,0.000000e+00,1.001413e+00,6.840785e-01,5.898924e-01,0.000000e+00,9.032920e-01
231,1.002068e+00,9.431284e-02,3.758133e+01,3.341319e+01,1.035841e-01,2.670721e-02,9.956676e+00,9.497164e-01,3.010685e-01,-3.455344e-01,-2.739696e-01,3.144769e-01,7.657445e-02,-8.784484e-02,3.668149e+01,5.737818e+00,5.737818e+00,9.941516e-01,9.937626e-01,-5.372065e+00,-5.372065e+00,3.252301e+01,9.918364e-01,-2.941467e+00,-2.941467e+00,8.991548e+00,1.003035e+00,8.220563e-04,0.000000e+00,1.003035e+00,9.911778e-01,5.291529e-01,0.000000e+00,1.123582e+00
232,1.004046e+00,1.994414e-02,4.814803e+01,4.198782e+01,4.717208e-02,8.254224e-03,1.289453e+01,9.514462e-01,4.651264e-01,-5.452917e-01,-4.223486e-01,4.974057e-01,1.190215e-01,-1.394486e-01,2.055501e+01,-2.380388e+01,-2.380388e+01,2.761297e+01,1.790898e+01,-2.073865e+01,-2.073865e+01,2.412601e+01,5.510650e+00,-6.374090e+00,-6.374090e+00,7.392132e+00,1.004525e+00,1.646205e-03,0.000000e+00,1.004526e+00,1.025485e+00,5.487819e-01,0.000000e+00,1.163091e+00
