Point ID,Density,Eigenvalues_Density_0,Eigenvalues_Density_1,Eigenvalues_Mach_0,Eigenvalues_Mach_1,Eigenvalues_Pressure_0,Eigenvalues_Pressure_1,Energy,Gradient_Density_X,Gradient_Density_Y,Gradient_Mach_X,Gradient_Mach_Y,Gradient_Pressure_X,Gradient_Pressure_Y,Hessian_Density_XX,Hessian_Density_XY,Hessian_Density_YX,Hessian_Density_YY,Hessian_Mach_XX,Hessian_Mach_XY,Hessian_Mach_YX,Hessian_Mach_YY,Hessian_Pressure_XX,Hessian_Pressure_XY,Hessian_Pressure_YX,Hessian_Pressure_YY,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude
609,1.000000e+00,2.314804e-09,3.899344e-11,3.392715e-11,2.083884e-09,5.786786e-10,9.688437e-12,9.478429e-01,5.416273e-11,-4.187228e-11,-4.871764e-11,3.770140e-11,1.353842e-11,-1.046585e-11,1.141437e-09,1.137353e-09,1.137353e-09,1.212361e-09,1.018161e-09,1.024168e-09,1.024168e-09,1.099650e-09,2.853177e-10,2.843569e-10,2.843569e-10,3.030493e-10,1.001413e+00,1.494409e-13,0.000000e+00,1.001413e+00,4.804953e-01,9.061421e-01,0.000000e+00,1.025656e+00
610,1.000000e+00,4.870608e-11,5.883670e-10,5.290769e-10,4.383321e-11,1.211740e-11,1.471273e-10,9.478429e-01,2.709299e-11,-1.849187e-11,-2.443556e-11,1.658940e-11,6.775913e-12,-4.619638e-12,3.269456e-10,-2.696994e-10,-2.696994e-10,3.101274e-10,2.960996e-10,-2.424301e-10,-2.424301e-10,2.768105e-10,8.172605e-11,-6.747217e-11,-6.747217e-11,7.751869e-11,1.001413e+00,-1.480759e-13,0.000000e+00,1.001413e+00,4.462138e-01,8.865753e-01,0.000000e+00,9.925334e-01
611,1.000000e+00,4.660859e-09,2.670730e-11,2.535074e-11,4.195167e-09,1.165243e-09,6.731557e-12,9.478429e-01,5.688812e-11,-4.015988e-11,-5.117892e-11,3.615241e-11,1.422118e-11,-1.004263e-11,2.271573e-09,2.315950e-09,2.315950e-09,2.415994e-09,2.027381e-09,2.083260e-09,2.083260e-09,2.193137e-09,5.679356e-10,5.789743e-10,5.789743e-10,6.040388e-10,1.001413e+00,3.240497e-13,0.000000e+00,1.001413e+00,4.460596e-01,8.471160e-01,0.000000e+00,9.573790e-01
612,1.000000e+00,2.847350e-12,9.984090e-10,8.986242e-10,3.708370e-12,7.674267e-13,2.496573e-10,9.478429e-01,3.410938e-12,-2.071232e-12,-3.070516e-12,1.890044e-12,8.511091e-13,-5.204726e-13,5.161412e-10,-4.975390e-10,-4.975390e-10,4.851151e-10,4.689534e-10,-4.471042e-10,-4.471042e-10,4.333792e-10,1.290905e-10,-1.243845e-10,-1.243845e-10,1.213342e-10,1.001413e+00,-1.220464e-13,0.000000e+00,1.001413e+00,4.119343e-01,8.669628e-01,0.000000e+00,9.598512e-01
613,1.000000e+00,1.803221e-10,1.072958e-11,1.030094e-11,1.626623e-10,4.511945e-11,2.754492e-12,9.478429e-01,3.764310e-11,-2.524203e-11,-3.386909e-11,2.275158e-11,9.411328e-12,-6.311396e-12,9.288323e-11,8.475509e-11,8.475509e-11,9.816849e-11,8.345333e-11,7.612046e-11,7.612046e-11,8.950991e-11,2.327685e-11,2.117219e-11,2.117219e-11,2.459709e-11,1.001413e+00,-1.370181e-13,0.000000e+00,1.001413e+00,4.117979e-01,8.274972e-01,0.000000e+00,9.242992e-01
614,1.000000e+00,1.557178e-12,4.625305e-10,4.165197e-10,1.941914e-12,4.260128e-13,1.156603e-10,9.478429e-01,-5.174527e-12,3.394618e-12,4.625633e-12,-3.048228e-12,-1.292300e-12,8.493206e-13,2.392268e-10,-2.303747e-10,-2.303747e-10,2.248609e-10,2.174708e-10,-2.071251e-10,-2.071251e-10,2.009908e-10,5.983870e-11,-5.758915e-11,-5.758915e-11,5.624761e-11,1.001413e+00,-2.326349e-14,0.000000e+00,1.001413e+00,3.776383e-01,8.473429e-01,0.000000e+00,9.276857e-01
615,1.000000e+00,2.326478e-11,1.359546e-12,1.564408e-12,2.007281e-11,5.747161e-12,3.213145e-13,9.478429e-01,-2.751577e-12,1.699973e-12,2.490452e-12,-1.527667e-12,-6.901146e-13,4.267697e-13,1.197083e-11,1.094730e-11,1.094730e-11,1.265350e-11,1.045074e-11,9.246886e-12,9.246886e-12,1.118648e-11,2.949694e-12,2.711605e-12,2.711605e-12,3.118781e-12,1.001413e+00,1.627761e-14,0.000000e+00,1.001413e+00,3.778010e-01,8.868592e-01,0.000000e+00,9.639776e-01
616,1.000000e+00,8.954511e-11,5.288849e-14,2.902653e-13,7.977114e-11,2.233732e-11,1.602027e-14,9.478429e-01,-9.756085e-14,1.065814e-14,7.677192e-14,-4.263256e-14,-2.360265e-14,7.993606e-15,4.340451e-11,4.472438e-11,4.472438e-11,4.619349e-11,3.845096e-11,3.970903e-11,3.970903e-11,4.161044e-11,1.082887e-11,1.115523e-11,1.115523e-11,1.152447e-11,1.001413e+00,9.987598e-15,0.000000e+00,1.001413e+00,3.434841e-01,8.672447e-01,0.000000e+00,9.327886e-01
617,1.000000e+00,1.035172e-11,1.033255e-09,9.294558e-10,9.725169e-12,2.580240e-12,2.582099e-10,9.478429e-01,6.707523e-12,-3.931078e-12,-6.057377e-12,3.520739e-12,1.679101e-12,-9.823253e-13,5.377424e-10,-5.112031e-10,-5.112031e-10,5.058641e-10,4.878707e-10,-4.595018e-10,-4.595018e-10,4.513102e-10,1.343782e-10,-1.277527e-10,-1.277527e-10,1.264119e-10,1.001413e+00,-1.425493e-13,0.000000e+00,1.001413e+00,3.775144e-01,8.078763e-01,0.000000e+00,8.917294e-01
618,9.994761e-01,7.534750e-03,3.097767e+00,2.885576e+00,1.103953e-02,1.637329e-03,7.803470e-01,9.474362e-01,1.072429e-02,-1.488450e-02,-9.189440e-03,1.259304e-02,2.748955e-03,-3.829903e-03,1.185686e+00,-1.500907e+00,-1.500907e+00,1.919616e+00,1.111591e+00,-1.397269e+00,-1.397269e+00,1.785024e+00,2.985087e-01,-3.782116e-01,-3.782116e-01,4.834757e-01,1.001076e+00,-2.613269e-04,0.000000e+00,1.001076e+00,1.371237e+00,9.033929e-01,0.000000e+00,1.642074e+00
619,1.000948e+00,5.919049e-01,2.810801e+01,2.529027e+01,5.406690e-01,1.514806e-01,7.264743e+00,9.487466e-01,1.315559e-01,-1.768972e-01,-1.222253e-01,1.625135e-01,3.313210e-02,-4.451821e-02,1.108242e+01,-1.336440e+01,-1.336440e+01,1.761749e+01,1.001635e+01,-1.203041e+01,-1.203041e+01,1.581458e+01,2.863305e+00,-3.454841e+00,-3.454841e+00,4.552919e+00,1.002173e+00,3.617030e-04,0.000000e+00,1.002173e+00,1.404216e+00,8.857629e-01,0.000000e+00,1.660240e+00
620,1.011783e+00,7.049835e-01,8.209911e+01,6.824187e+01,6.176145e-01,1.924002e-01,2.226758e+01,9.581364e-01,9.273418e-01,-1.141238e+00,-8.354434e-01,1.028813e+00,2.386767e-01,-2.928963e-01,3.173651e+01,-3.953262e+01,-3.953262e+01,5.106759e+01,2.650838e+01,-3.287114e+01,-3.287114e+01,4.235110e+01,8.608230e+00,-1.072169e+01,-1.072169e+01,1.385175e+01,1.010168e+00,4.935495e-03,0.000000e+00,1.010180e+00,1.403466e+00,8.486685e-01,0.000000e+00,1.640108e+00
621,9.995264e-01,1.540131e-01,4.259177e+00,3.974916e+00,1.401889e-01,3.923452e-02,1.070309e+00,9.474835e-01,1.625831e-02,-2.121025e-02,-1.469421e-02,1.946911e-02,4.141957e-03,-5.473909e-03,1.719107e+00,-1.993853e+00,-1.993853e+00,2.694083e+00,1.608361e+00,-1.864004e+00,-1.864004e+00,2.506744e+00,4.323162e-01,-5.007827e-01,-5.007827e-01,6.772275e-01,1.001119e+00,-2.742285e-04,0.000000e+00,1.001119e+00,1.404244e+00,9.219635e-01,0.000000e+00,1.679857e+00
622,1.523033e+00,2.432032e-02,2.916785e-01,1.659504e-02,6.190253e-01,5.938977e-03,1.345099e-03,1.389613e+00,-7.783728e-03,4.893089e-02,-1.334226e-02,7.399555e-02,2.998987e-04,-1.608147e-04,2.852609e-01,4.092225e-02,4.092225e-02,3.073799e-02,6.029257e-01,9.715799e-02,9.715799e-02,3.269461e-02,5.492481e-03,1.360804e-03,1.360804e-03,1.791594e-03,1.297791e+00,2.595106e-01,0.000000e+00,1.323483e+00,1.400884e+00,2.892844e-01,0.000000e+00,1.430441e+00
623,1.000025e+00,2.325323e-02,9.293248e-04,8.439579e-04,1.993343e-02,5.814859e-03,2.323159e-04,9.478647e-01,5.659121e-04,-6.840068e-04,-5.110632e-04,6.183961e-04,1.414934e-04,-1.710051e-04,1.474224e-02,1.084258e-02,1.084258e-02,9.440315e-03,1.262479e-02,9.279107e-03,9.279107e-03,8.152594e-03,3.686598e-03,2.711386e-03,2.711386e-03,2.360576e-03,1.001432e+00,1.026561e-05,0.000000e+00,1.001432e+00,1.165179e+00,9.035858e-01,0.000000e+00,1.474486e+00
624,1.000056e+00,1.279879e-01,7.825364e-04,7.817140e-04,1.236830e-01,3.198361e-02,1.949185e-04,9.478922e-01,-9.157655e-04,1.143737e-03,7.658753e-04,-9.447870e-04,-2.291486e-04,2.861403e-04,7.949086e-02,6.178287e-02,6.178287e-02,4.927960e-02,7.662877e-02,5.974050e-02,5.974050e-02,4.783599e-02,1.986465e-02,1.543945e-02,1.543945e-02,1.231388e-02,1.001456e+00,2.358966e-05,0.000000e+00,1.001456e+00,1.198621e+00,8.849426e-01,0.000000e+00,1.489904e+00
625,9.999959e-01,1.581456e-04,1.271765e-02,1.156434e-02,1.429112e-04,3.953703e-05,3.178942e-03,9.478394e-01,1.403870e-04,-1.784979e-04,-1.260062e-04,1.592185e-04,3.510021e-05,-4.463022e-05,5.516974e-03,-6.211857e-03,-6.211857e-03,7.358817e-03,5.007103e-03,-5.647623e-03,-5.647623e-03,6.700147e-03,1.380052e-03,-1.552881e-03,-1.552881e-03,1.838426e-03,1.001410e+00,-1.648004e-06,0.000000e+00,1.001410e+00,1.096340e+00,9.035397e-01,0.000000e+00,1.420685e+00
626,1.000000e+00,3.559203e-09,2.557901e-07,2.300747e-07,3.468890e-09,8.897392e-10,6.394751e-08,9.478429e-01,2.771420e-09,-2.847170e-09,-2.498413e-09,2.562473e-09,6.928570e-10,-7.117933e-10,1.111799e-07,-1.247520e-07,-1.247520e-07,1.481694e-07,9.997647e-08,-1.120512e-07,-1.120512e-07,1.335672e-07,2.781520e-08,-3.119101e-08,-3.119101e-08,3.702205e-08,1.001413e+00,-2.775149e-11,0.000000e+00,1.001413e+00,6.179922e-01,9.040881e-01,0.000000e+00,1.095121e+00
627,1.000034e+00,4.545790e-02,2.539072e-03,2.115741e-03,3.892063e-02,1.137036e-02,6.345931e-04,9.478731e-01,5.850142e-04,-6.671195e-04,-5.238220e-04,5.867482e-04,1.462879e-04,-1.668346e-04,2.909509e-02,2.084541e-02,2.084541e-02,1.890188e-02,2.482943e-02,1.789031e-02,1.789031e-02,1.620694e-02,7.277512e-03,5.214256e-03,5.214256e-03,4.727443e-03,1.001439e+00,1.447967e-05,0.000000e+00,1.001439e+00,1.199832e+00,9.219329e-01,0.000000e+00,1.513128e+00
628,1.000000e+00,2.955700e-11,5.189008e-13,6.815408e-13,2.690884e-11,7.428318e-12,2.282264e-13,9.478429e-01,4.836131e-13,-3.694822e-13,-4.272138e-13,2.771117e-13,1.209588e-13,-8.704149e-14,1.458547e-11,1.451200e-11,1.451200e-11,1.549043e-11,1.327390e-11,1.310328e-11,1.310328e-11,1.431648e-11,3.716083e-12,3.598297e-12,3.598297e-12,3.940462e-12,1.001413e+00,6.278486e-16,0.000000e+00,1.001413e+00,3.444839e-01,9.053214e-01,0.000000e+00,9.686465e-01
629,1.000000e+00,6.419087e-13,5.586806e-12,4.671744e-12,5.377952e-13,1.852091e-13,1.391480e-12,9.478429e-01,1.827843e-13,-1.136868e-13,-1.633138e-13,4.973799e-14,4.724346e-14,-2.131628e-14,3.191410e-12,-2.471248e-12,-2.471248e-12,3.037305e-12,2.686935e-12,-2.065341e-12,-2.065341e-12,2.522605e-12,8.071403e-13,-6.028425e-13,-6.028425e-13,7.695489e-13,1.001413e+00,-1.999462e-15,0.000000e+00,1.001413e+00,3.094541e-01,8.869175e-01,0.000000e+00,9.393532e-01
630,1.000000e+00,3.331987e-11,2.024438e-13,6.982782e-13,2.942514e-11,8.260049e-12,1.297969e-13,9.478429e-01,5.582756e-13,-3.446132e-13,-4.959644e-13,3.055334e-13,1.417304e-13,-8.348877e-14,1.624512e-11,1.655067e-11,1.655067e-11,1.727720e-11,1.449074e-11,1.435208e-11,1.435208e-11,1.563268e-11,4.068240e-12,4.063152e-12,4.063152e-12,4.321606e-12,1.001413e+00,-7.217966e-17,0.000000e+00,1.001413e+00,3.091558e-01,8.476021e-01,0.000000e+00,9.022231e-01
631,1.000000e+00,2.666650e-13,7.761045e-12,6.721996e-12,4.211595e-13,4.238148e-14,1.926366e-12,9.478429e-01,-3.555489e-14,2.486900e-14,2.031708e-14,-6.394885e-14,-8.874845e-15,1.243450e-14,4.130634e-12,-3.745370e-12,-3.745370e-12,3.897076e-12,3.696811e-12,-3.147928e-12,-3.147928e-12,3.446344e-12,1.013729e-12,-9.415348e-13,-9.415348e-13,9.550182e-13,1.001413e+00,-7.337756e-16,0.000000e+00,1.001413e+00,2.750035e-01,8.675197e-01,0.000000e+00,9.100645e-01
632,1.000000e+00,1.685624e-14,1.597884e-12,1.377422e-12,6.843201e-13,8.785418e-14,3.622984e-13,9.478429e-01,-4.085621e-14,5.329071e-15,1.065814e-14,-2.842171e-14,-7.993606e-15,6.883383e-15,8.320062e-13,-7.901301e-13,-7.901301e-13,7.827343e-13,1.044647e-12,-3.462770e-13,-3.462770e-13,1.017095e-12,2.293526e-13,-1.371554e-13,-1.371554e-13,2.208000e-13,1.001413e+00,5.241381e-18,0.000000e+00,1.001413e+00,2.751406e-01,9.071048e-01,0.000000e+00,9.479143e-01
633,1.000000e+00,4.145826e-13,6.963125e-12,6.119215e-12,9.660218e-14,1.382314e-14,1.756256e-12,9.478429e-01,2.007283e-13,-9.237056e-14,-1.811884e-13,8.171241e-14,5.062617e-14,-2.287059e-14,3.790894e-12,-3.272681e-12,-3.272681e-12,3.586813e-12,3.227613e-12,-3.008926e-12,-3.008926e-12,2.988205e-12,9.121898e-13,-8.707935e-13,-8.707935e-13,8.578898e-13,1.001413e+00,-2.311879e-15,0.000000e+00,1.001413e+00,2.748877e-01,8.281189e-01,0.000000e+00,8.725504e-01
634,1.000000e+00,2.159363e-13,1.193234e-13,2.468770e-14,2.799384e-13,3.371614e-14,1.355715e-14,9.478429e-01,2.192690e-15,-2.486900e-14,1.171285e-14,-2.842171e-14,3.157197e-16,1.776357e-15,1.661244e-13,4.828299e-14,4.828299e-14,1.691353e-13,1.472398e-13,1.275245e-13,1.275245e-13,1.573863e-13,2.332253e-14,1.007460e-14,1.007460e-14,2.395075e-14,1.001413e+00,-2.476263e-16,0.000000e+00,1.001413e+00,2.055377e-01,9.068544e-01,0.000000e+00,9.298552e-01
635,1.000000e+00,2.132706e-13,1.624192e-13,9.390093e-13,4.007813e-14,1.840309e-14,9.241207e-14,9.478429e-01,-1.998401e-15,-3.552714e-15,4.884981e-15,-1.421085e-14,-1.665335e-16,1.776357e-15,1.870525e-13,2.541333e-14,2.541333e-14,1.886373e-13,5.074106e-13,-4.491103e-13,-4.491103e-13,4.716768e-13,5.656076e-14,-3.698652e-14,-3.698652e-14,5.425439e-14,1.001413e+00,-6.214505e-17,0.000000e+00,1.001413e+00,1.365461e-01,9.072973e-01,0.000000e+00,9.175147e-01
636,1.000000e+00,1.419278e-13,3.067472e-14,7.923061e-14,4.775984e-13,4.917816e-14,2.568229e-14,9.478429e-01,-3.552714e-15,3.552714e-15,1.110223e-14,7.105427e-15,-2.914335e-15,1.332268e-15,8.456769e-14,5.559951e-14,5.559951e-14,8.803482e-14,2.704967e-13,1.990264e-13,1.990264e-13,2.863323e-13,3.706412e-14,1.174223e-14,1.174223e-14,3.779633e-14,1.001413e+00,-7.872083e-17,0.000000e+00,1.001413e+00,1.038954e-01,8.900142e-01,0.000000e+00,8.960578e-01
637,1.000000e+00,1.001772e-13,1.120127e-13,5.977351e-13,3.732067e-13,7.428858e-14,5.091644e-14,9.478429e-01,-1.065814e-14,-1.065814e-14,2.131628e-14,2.131628e-14,-4.440892e-15,-2.664535e-15,1.062794e-13,-5.914912e-15,-5.914912e-15,1.059105e-13,4.899335e-13,-1.121755e-13,-1.121755e-13,4.810082e-13,6.223834e-14,1.168040e-14,1.168040e-14,6.296669e-14,1.001413e+00,-1.466892e-16,0.000000e+00,1.001413e+00,1.022651e-01,9.251894e-01,0.000000e+00,9.308242e-01
638,1.000000e+00,6.873679e-09,2.319941e-07,2.074259e-07,5.071949e-09,1.718442e-09,5.799848e-08,9.478429e-01,7.251433e-09,-6.512437e-09,-6.549278e-09,5.810588e-09,1.812856e-09,-1.628114e-09,1.029270e-07,-1.113432e-07,-1.113432e-07,1.359408e-07,9.125105e-08,-1.000592e-07,-1.000592e-07,1.212468e-07,2.574983e-08,-2.783846e-08,-2.783846e-08,3.396709e-08,1.001413e+00,-2.328050e-11,0.000000e+00,1.001413e+00,6.514173e-01,9.251078e-01,0.000000e+00,1.131446e+00
639,1.521807e+00,2.514999e-02,6.505142e-01,1.153790e-02,1.108165e+00,4.477303e-03,1.946798e-02,1.388329e+00,-6.015462e-03,3.867885e-02,-9.948981e-03,5.420751e-02,2.922783e-04,-1.468086e-04,6.355030e-01,9.571919e-02,9.571919e-02,4.016124e-02,1.078858e+00,1.768605e-01,1.768605e-01,4.084459e-02,5.934301e-03,-4.440556e-03,-4.440556e-03,1.801098e-02,1.295908e+00,2.591404e-01,0.000000e+00,1.321564e+00,1.334078e+00,2.532880e-01,0.000000e+00,1.357910e+00
640,1.000000e+00,2.401870e-04,1.342157e-05,1.110634e-05,2.174111e-04,6.004728e-05,3.355427e-06,9.478431e-01,3.615710e-06,-3.644924e-06,-3.264881e-06,3.235502e-06,9.039313e-07,-9.112384e-07,1.434318e-04,1.121569e-04,1.121569e-04,1.101768e-04,1.295494e-04,1.020128e-04,1.020128e-04,9.896804e-05,3.584005e-05,2.804216e-05,2.804216e-05,2.756266e-05,1.001413e+00,6.631772e-08,0.000000e+00,1.001413e+00,9.250693e-01,9.215693e-01,0.000000e+00,1.305773e+00
641,1.000000e+00,1.057729e-04,2.148209e-06,1.877912e-06,9.531179e-05,2.644371e-05,5.370640e-07,9.478430e-01,3.197314e-06,-3.510050e-06,-2.881837e-06,3.151560e-06,7.993320e-07,-8.775177e-07,6.155880e-05,5.125217e-05,5.125217e-05,4.636230e-05,5.551989e-05,4.620082e-05,4.620082e-05,4.166981e-05,1.538166e-05,1.281451e-05,1.281451e-05,1.159912e-05,1.001413e+00,4.141031e-08,0.000000e+00,1.001413e+00,8.912510e-01,9.026542e-01,0.000000e+00,1.268508e+00
642,1.000000e+00,8.945539e-08,7.450848e-05,1.815234e-05,2.742744e-05,1.604970e-07,1.097329e-05,9.478430e-01,-1.485212e-06,2.125002e-07,3.198927e-07,2.821599e-07,-2.431256e-07,2.334362e-08,6.100666e-06,-2.027841e-05,-2.027841e-05,6.849727e-05,2.344823e-05,4.590580e-06,4.590580e-06,2.213155e-05,7.566256e-07,-2.467883e-06,-2.467883e-06,1.037717e-05,1.001413e+00,3.621946e-09,0.000000e+00,1.001413e+00,2.739812e-01,8.345578e-02,0.000000e+00,2.864098e-01
643,1.000000e+00,1.787579e-05,5.811723e-07,2.245288e-06,9.303098e-06,3.173592e-06,1.193680e-08,9.478429e-01,2.807265e-07,-1.913875e-08,-1.210826e-07,-5.113772e-08,4.759266e-08,1.083614e-09,1.647882e-05,4.712604e-06,4.712604e-06,1.978149e-06,6.275151e-06,3.493166e-06,3.493166e-06,5.273234e-06,2.999284e-06,7.216075e-07,7.216075e-07,1.862444e-07,1.001413e+00,-1.034141e-09,0.000000e+00,1.001413e+00,2.413781e-01,1.011286e-01,0.000000e+00,2.617067e-01
644,9.999999e-01,3.870019e-04,1.467450e-04,4.128010e-04,2.513906e-05,4.732511e-05,3.488557e-05,9.478428e-01,4.913588e-06,1.197918e-07,4.171799e-06,-2.204719e-06,5.046182e-07,5.210696e-08,3.675951e-04,6.546750e-05,6.546750e-05,1.661518e-04,1.914540e-04,-1.918679e-04,-1.918679e-04,2.464860e-04,4.663930e-05,2.839167e-06,2.839167e-06,3.557139e-05,1.001413e+00,-1.345467e-08,0.000000e+00,1.001413e+00,3.090817e-01,6.117213e-02,0.000000e+00,3.150770e-01
645,1.521832e+00,4.468518e-02,8.435762e-01,2.706344e-02,1.628240e+00,4.132269e-02,1.925998e-02,1.388214e+00,-5.375234e-03,4.097052e-02,-7.994934e-03,5.541458e-02,9.768114e-05,6.464479e-04,8.243996e-01,1.222795e-01,1.222795e-01,6.386178e-02,1.585450e+00,2.582326e-01,2.582326e-01,6.985390e-02,3.917834e-02,6.535442e-03,6.535442e-03,2.140434e-02,1.295522e+00,2.593006e-01,0.000000e+00,1.321217e+00,1.124574e+00,2.155175e-01,0.000000e+00,1.145039e+00
646,1.522412e+00,6.256802e-02,6.312510e-01,1.144793e-02,1.343649e+00,3.304591e-02,5.406456e-03,1.388841e+00,-8.835525e-03,5.238607e-02,-1.078808e-02,6.879304e-02,-3.266256e-04,1.367943e-03,6.176003e-01,8.704346e-02,8.704346e-02,7.621869e-02,1.308047e+00,2.148531e-01,2.148531e-01,4.705019e-02,3.035953e-02,8.187391e-03,8.187391e-03,8.092834e-03,1.296435e+00,2.594095e-01,0.000000e+00,1.322134e+00,1.160527e+00,2.327950e-01,0.000000e+00,1.183646e+00
647,1.521442e+00,5.081886e-02,8.232695e-01,5.989120e-03,1.662527e+00,4.676912e-02,2.944421e-02,1.387802e+00,-3.502320e-03,2.283463e-02,-5.017046e-03,3.429993e-02,1.950373e-04,-7.925635e-04,8.047277e-01,1.182325e-01,1.182325e-01,6.936079e-02,1.618257e+00,2.671610e-01,2.671610e-01,5.025906e-02,4.508525e-02,5.132004e-03,5.132004e-03,3.112808e-02,1.294899e+00,2.591839e-01,0.000000e+00,1.320583e+00,1.090309e+00,1.967499e-01,0.000000e+00,1.107919e+00
648,1.000000e+00,8.925526e-11,4.419300e-12,3.734094e-12,8.085806e-11,2.238659e-11,1.116336e-12,9.478429e-01,8.881784e-14,-5.506706e-14,-5.684342e-14,-1.421085e-14,1.909584e-14,-1.043610e-14,4.551534e-11,4.239737e-11,4.239737e-11,4.815921e-11,4.076318e-11,3.853150e-11,3.853150e-11,4.382897e-11,1.142004e-11,1.062996e-11,1.062996e-11,1.208289e-11,1.001413e+00,8.903946e-15,0.000000e+00,1.001413e+00,3.774916e-01,9.230632e-01,0.000000e+00,9.972690e-01
649,1.041284e+00,2.096519e+00,8.448808e+01,6.362535e+01,2.461016e+00,6.853973e-01,2.434214e+01,9.835586e-01,3.215572e+00,-3.211506e+00,-2.880169e+00,2.827908e+00,8.942402e-01,-8.875514e-01,5.747209e+01,3.867849e+01,3.867849e+01,2.911251e+01,6.177940e+01,1.046418e+01,1.046418e+01,4.306973e+00,1.685932e+01,1.100120e+01,1.100120e+01,8.168214e+00,1.030931e+00,1.715006e-02,0.000000e+00,1.031073e+00,5.468535e-01,7.906006e-02,0.000000e+00,5.525389e-01
650,1.107236e+00,5.417552e+00,6.147412e+01,4.246419e+01,6.336803e+00,1.733666e+00,1.815468e+01,1.039890e+00,3.649105e+00,-3.903467e+00,-3.228154e+00,3.368811e+00,1.017089e+00,-1.102989e+00,4.309332e+01,2.631561e+01,2.631561e+01,2.379836e+01,4.137386e+01,6.180785e+00,6.180785e+00,7.427137e+00,1.296058e+01,7.636339e+00,7.636339e+00,6.927763e+00,1.074158e+00,4.612622e-02,0.000000e+00,1.075148e+00,5.822347e-01,9.854534e-02,0.000000e+00,5.905154e-01
651,1.387435e+00,4.554784e+01,3.998771e+00,6.926995e+00,4.939502e+01,1.240469e+01,1.352950e+00,1.274347e+00,3.619366e+00,-4.557998e+00,-2.747094e+00,3.474410e+00,1.039499e+00,-1.320592e+00,1.762261e+01,-1.950510e+01,-1.950510e+01,3.192400e+01,8.208692e+00,-7.265560e+00,-7.265560e+00,4.811332e+01,4.848705e+00,-5.139444e+00,-5.139444e+00,8.908937e+00,1.228705e+00,1.851564e-01,0.000000e+00,1.242577e+00,6.212068e-01,8.237933e-02,0.000000e+00,6.266452e-01
652,1.000000e+00,3.921216e-11,7.393066e-10,6.658415e-10,3.399860e-11,9.678908e-12,1.848169e-10,9.478429e-01,-1.572076e-12,4.156675e-13,1.399769e-12,-3.730349e-13,-3.921308e-13,1.072475e-13,4.001684e-10,-3.498772e-10,-3.498772e-10,3.783503e-10,3.624784e-10,-3.156718e-10,-3.156718e-10,3.373617e-10,9.997685e-11,-8.752647e-11,-8.752647e-11,9.451896e-11,1.001413e+00,-8.163482e-14,0.000000e+00,1.001413e+00,4.420539e-01,9.293275e-01,0.000000e+00,1.029107e+00
653,1.000000e+00,2.578520e-06,2.477592e-08,2.092423e-08,2.320988e-06,6.446301e-07,6.193950e-09,9.478429e-01,-4.043914e-09,6.877400e-09,3.673883e-09,-6.268518e-09,-1.010980e-09,1.719348e-09,1.488900e-06,1.263067e-06,1.263067e-06,1.114395e-06,1.341430e-06,1.137327e-06,1.137327e-06,1.000482e-06,3.720200e-07,3.157972e-07,3.157972e-07,2.788041e-07,1.001413e+00,4.183349e-10,0.000000e+00,1.001413e+00,7.162350e-01,9.299626e-01,0.000000e+00,1.173807e+00
654,1.000000e+00,4.220269e-06,1.694456e-08,1.966127e-08,3.801447e-06,1.055067e-06,4.236044e-09,9.478429e-01,-4.275136e-08,4.067129e-08,3.853544e-08,-3.675238e-08,-1.068784e-08,1.016782e-08,2.426814e-06,2.078940e-06,2.078940e-06,1.810399e-06,2.190849e-06,1.870003e-06,1.870003e-06,1.630259e-06,6.063657e-07,5.197850e-07,5.197850e-07,4.529374e-07,1.001413e+00,5.641845e-10,0.000000e+00,1.001413e+00,7.521792e-01,9.393461e-01,0.000000e+00,1.203389e+00
655,1.521043e+00,5.643575e-03,6.241928e-01,7.691165e-03,1.235332e+00,1.004406e-02,1.842430e-02,1.387557e+00,-5.017917e-03,1.965360e-02,1.911790e-03,7.856954e-03,-8.631557e-04,1.160260e-03,6.093451e-01,9.467607e-02,9.467607e-02,2.049124e-02,1.202524e+00,1.979900e-01,1.979900e-01,4.049911e-02,1.085857e-02,-2.482404e-03,-2.482404e-03,1.760980e-02,1.294574e+00,2.590506e-01,0.000000e+00,1.320238e+00,1.158903e+00,1.926970e-01,0.000000e+00,1.174814e+00
656,1.000051e+00,1.313436e-01,7.739034e-03,5.358593e-03,1.323922e-01,3.287543e-02,1.939515e-03,9.478889e-01,-2.055520e-03,2.407734e-03,1.747421e-03,-2.014469e-03,-5.139831e-04,6.021688e-04,8.421937e-02,6.003398e-02,6.003398e-02,5.486330e-02,8.375581e-02,6.174913e-02,6.174913e-02,5.399495e-02,2.108158e-02,1.502527e-02,1.502527e-02,1.373337e-02,1.001453e+00,2.296873e-05,0.000000e+00,1.001453e+00,1.264857e+00,9.301924e-01,0.000000e+00,1.570070e+00
