TITLE = "Aircraft Slices"
VARIABLES = "x (m)", "y (m)", "z (m)", "x<sub>2D</sub>/c", "y<sub>2D</sub>/c"
ZONE T="<greek>h</greek> = 1.5929e-07 ", I= 232, F=POINT
0.806 1.94003e-07 0 1 0
0.806 1.94003e-07 1.53431e-08 1 1.90361e-08
0.803212 1.96447e-07 0.000343884 0.996541 0.000426656
0.803212 1.96447e-07 0.000343905 0.996541 0.000426681
0.799825 1.99416e-07 0.000761794 0.992338 0.000945154
0.799824 1.99417e-07 0.000761825 0.992338 0.000945193
0.799824 1.99417e-07 0.000761847 0.992338 0.00094522
0.795488 2.03218e-07 0.00129679 0.986957 0.00160893
0.795487 2.03219e-07 0.00129682 0.986957 0.00160895
0.787685 2.10058e-07 0.00225927 0.977277 0.00280307
0.787685 2.10059e-07 0.00225931 0.977276 0.00280312
0.776531 2.19824e-07 0.0036469 0.963438 0.00452469
0.776531 2.19825e-07 0.00364695 0.963438 0.00452476
0.765589 2.29401e-07 0.00501276 0.949862 0.00621931
0.765589 2.29401e-07 0.00501282 0.949862 0.00621938
0.75286 2.40551e-07 0.00659213 0.934069 0.00817883
0.752859 2.40551e-07 0.00659218 0.934068 0.00817889
0.734501 2.56681e-07 0.00882068 0.911292 0.0109438
0.734501 2.56681e-07 0.00882071 0.911292 0.0109438
0.734501 2.56681e-07 0.00882073 0.911291 0.0109438
0.706837 2.81115e-07 0.0120502 0.876969 0.0149506
0.706837 2.81116e-07 0.0120502 0.876969 0.0149507
0.68904 2.96923e-07 0.0140405 0.854888 0.0174199
0.689039 2.96923e-07 0.0140405 0.854887 0.01742
0.67055 3.13424e-07 0.0160293 0.831948 0.0198874
0.67055 3.13424e-07 0.0160293 0.831947 0.0198875
0.655953 3.26503e-07 0.0175473 0.813837 0.0217708
0.655952 3.26503e-07 0.0175473 0.813837 0.0217709
0.637311 3.43286e-07 0.0194054 0.790708 0.0240762
0.637311 3.43286e-07 0.0194055 0.790708 0.0240763
0.62462 3.54758e-07 0.0206246 0.774963 0.0255889
0.62462 3.54758e-07 0.0206247 0.774962 0.025589
0.604636 3.72897e-07 0.0224696 0.750168 0.0278779
0.604636 3.72898e-07 0.0224696 0.750168 0.027878
0.589173 3.86961e-07 0.0238693 0.730983 0.0296145
0.573591 4.01161e-07 0.0252506 0.711651 0.0313283
0.573591 4.01161e-07 0.0252507 0.711651 0.0313284
0.553563 4.19459e-07 0.0269804 0.686803 0.0334745
0.553563 4.19459e-07 0.0269804 0.686802 0.0334745
0.541614 4.30408e-07 0.0279812 0.671977 0.0347162
0.541613 4.30408e-07 0.0279812 0.671976 0.0347162
0.521791 4.48631e-07 0.0295802 0.647383 0.0367
0.52179 4.48632e-07 0.0295802 0.647382 0.0367001
0.505438 4.63723e-07 0.030842 0.627093 0.0382656
0.488736 4.79207e-07 0.0320594 0.606372 0.039776
0.488735 4.79208e-07 0.0320594 0.606371 0.039776
0.468547 4.98015e-07 0.0334406 0.581323 0.0414896
0.468546 4.98016e-07 0.0334406 0.581322 0.0414897
0.468546 4.98016e-07 0.0334407 0.581322 0.0414897
0.440511 5.24339e-07 0.0351515 0.54654 0.0436123
0.440511 5.2434e-07 0.0351515 0.546539 0.0436124
0.422765 5.41136e-07 0.0361014 0.524522 0.0447908
0.422764 5.41137e-07 0.0361014 0.524521 0.0447908
0.403661 5.59344e-07 0.0369973 0.50082 0.0459024
0.403661 5.59344e-07 0.0369974 0.50082 0.0459025
0.392391 5.7015e-07 0.0374619 0.486837 0.0464788
0.39239 5.7015e-07 0.0374619 0.486836 0.0464788
